Pool Name,Risk (Exponential),Yield (30d APY),Pool URL (Exponential),Protocol name,Assets (tickers),Assets (names),Protocol,Assets
Dopex BTC Weekly Puts,C,0.504,https://exponential.fi/pools/12a705a6-d686-4ddf-a033-b8113345b1d9,Dopex,"USDC,USDT","USD Coin (Arbitrum),Tether USD (Arbitrum)",https://www.notion.so/Dopex-7436cbba48d24c5ab0084651a4227c8e,"https://www.notion.so/USD-Coin-Arbitrum-ee19df9327cb4589a30303ab1ae833a0, https://www.notion.so/Tether-USD-Arbitrum-35225ab62f8844a5a5ded091704def40"
Beefy AVAX Market Making,C,0.0686,https://exponential.fi/pools/170c1c04-89f0-4011-8c47-8244ac0f2488,Beefy,"AVAX,sAVAX","Avalanche,Benqi Liquid Staked AVAX",https://www.notion.so/Beefy-20c692aec6c340fdb06932e2147569e4,"https://www.notion.so/Avalanche-1d59b00278c640f6871ccb48942099a6, https://www.notion.so/Benqi-Liquid-Staked-AVAX-6576b2eaa3004735bedd7994d8c4c2c7"
Trader Joe AVAX-ETH Market Making,C,0.9273,https://exponential.fi/pools/c5bb110a-b4fd-43e0-918b-38554f730cd5,Trader Joe,"WETH.e,AVAX","Wrapped Ether (Avalanche),Avalanche",https://www.notion.so/Trader-Joe-46defacf2d934594842bbb52d75bb6b9,"https://www.notion.so/Wrapped-Ether-Avalanche-01314a9ad0664ec8b31e8b5b6264387a, https://www.notion.so/Avalanche-1d59b00278c640f6871ccb48942099a6"
Aave AAVE Staking,A,0.0686,https://exponential.fi/pools/20ee9804-a460-4dcc-9d0c-17aaf7a8920d,Aave V2,AAVE,Aave Token (Ethereum),https://www.notion.so/Aave-V2-c1ff920073b84ab8820732b856f87e9b,https://www.notion.so/Aave-Token-Ethereum-cc37c336d23f4d13a1091c978a2f9394
Sturdy USD Lending,B,0.0578,https://exponential.fi/pools/687eba60-1711-446e-b339-68440db50061,Sturdy,USDC,USD Coin (Ethereum),https://www.notion.so/Sturdy-15df5cf5265f423d8ebf083a104a24f8,https://www.notion.so/USD-Coin-Ethereum-5543257d4f2348c1ac408501694c7316
Liquity USD Stability Pool,B,0.0306,https://exponential.fi/pools/bfdda293-d874-4e4c-ae0f-e4c2231f1b33,Liquity,LUSD,LUSD Stablecoin (Ethereum),https://www.notion.so/Liquity-a879e8e0815447048accb0793ea63369,https://www.notion.so/LUSD-Stablecoin-Ethereum-b727ad5e1fb647e2908281c8bfd949a6
Idle ETH Perpetual Yield Tranches (Senior),A,0.0304,https://exponential.fi/pools/f214659b-422b-4b79-94f8-4124864292e9,Idle,stETH,Lido Staked ETH,https://www.notion.so/Idle-a4567aed0b3d4d03b93d94b791240365,https://www.notion.so/Lido-Staked-ETH-bb04fee601b040d9864547d1a8676426
Euler USD Lending,B,0.025,https://exponential.fi/pools/d78189c1-ffe5-48bf-9d83-ef5a86b72c1b,Euler,USDT,Tether USD (Ethereum),https://www.notion.so/Euler-a387e1ce165d4e02b428d4605d1d7ce6,https://www.notion.so/Tether-USD-Ethereum-0fd710520a85406d9575e4069fa27f0c
Euler ETH Lending,B,0.0201,https://exponential.fi/pools/029ef1a9-6cc6-46a3-ad05-72f0b99730c0,Euler,ETH,Ether,https://www.notion.so/Euler-a387e1ce165d4e02b428d4605d1d7ce6,https://www.notion.so/Ether-083c480c6565470385190396104819ad
Euler ETH Lending,B,0.0457,https://exponential.fi/pools/d0b3dea8-678f-4c66-b979-a82f6dfd7e2a,Euler,cbETH,Coinbase Wrapped Staked ETH,https://www.notion.so/Euler-a387e1ce165d4e02b428d4605d1d7ce6,https://www.notion.so/Coinbase-Wrapped-Staked-ETH-1dfae184eee1474da504942ddd079864
Sonne USD Lending,C,0.0816,https://exponential.fi/pools/30a3a604-16e1-4361-892c-266e2abb0eed,Sonne,DAI,Dai Stablecoin (Optimism),https://www.notion.so/Sonne-6977324d67ea47b7bd579b99b7793ddd,https://www.notion.so/Dai-Stablecoin-Optimism-e1f800b120b64918a14bd49e952e0b66
stake.link LINK Staking,C,0.054,https://exponential.fi/pools/7e9c822f-38ae-492b-a1d9-b0497dea993f,State.link,LINK,ChainLink Token (Ethereum),https://www.notion.so/State-link-f657e6dbf8134b7cbbef47d8aa20f9d8,https://www.notion.so/ChainLink-Token-Ethereum-82f42381a4b54f4090668176719bf929
Sonne USD Lending,C,0.0419,https://exponential.fi/pools/bf33ae20-a27b-4f06-a0dc-bfb8d3d7fde7,Sonne,USDC,USD Coin (Optimism),https://www.notion.so/Sonne-6977324d67ea47b7bd579b99b7793ddd,https://www.notion.so/USD-Coin-Optimism-e9e478f29ca149308ac4e572c9d35921
Sonne ETH Lending,C,0.0338,https://exponential.fi/pools/6303d63b-9eae-4190-8354-28df98e0cb82,Sonne,WETH,Wrapped Ether (Optimism),https://www.notion.so/Sonne-6977324d67ea47b7bd579b99b7793ddd,https://www.notion.so/Wrapped-Ether-Optimism-352d8ee66f4d405e9219c450d3d9fc96
Convex EUR-USD Market Making,F,0.0985,https://exponential.fi/pools/c6da6c35-2c52-4a23-afc4-8e0756eaf785,Convex,"agEUR,FRAX,USDC","agEUR (Ethereum),Frax (Ethereum),USD Coin (Ethereum)",https://www.notion.so/Convex-910d63740ea849b08b340b81ea7c21af,"https://www.notion.so/agEUR-Ethereum-2264a5f36df84c34af56a246be239904, https://www.notion.so/Frax-Ethereum-2c39cf8d821b4fefa9002a21a6b856da, https://www.notion.so/USD-Coin-Ethereum-5543257d4f2348c1ac408501694c7316"
WOOFi USD Staking,D,0.0958,https://exponential.fi/pools/944025b6-9c9c-4309-822f-f4ee8cf47bdb,WOOFi Earn,USDC,USD Coin (Arbitrum),https://www.notion.so/WOOFi-Earn-815a7eaa17c149389068eb6b502c5412,https://www.notion.so/USD-Coin-Arbitrum-ee19df9327cb4589a30303ab1ae833a0
Mero USD Staking,D,0.0881,https://exponential.fi/pools/bad058cd-68c2-44a2-b01e-d79e198d3609,Mero,"USDT,MIM,USDC,DAI","Tether USD (Ethereum),Magic Internet Money (Ethereum),USD Coin (Ethereum),Dai Stablecoin",https://www.notion.so/Mero-9996705d15a440f39311594ce2b42bdf,"https://www.notion.so/Tether-USD-Ethereum-0fd710520a85406d9575e4069fa27f0c, https://www.notion.so/Magic-Internet-Money-Ethereum-07799e51635c40b39aff0e62364450b9, https://www.notion.so/USD-Coin-Ethereum-5543257d4f2348c1ac408501694c7316, https://www.notion.so/Dai-Stablecoin-376edb1ce3d942088af5c5ce4c802364"
Mero USD Staking,D,0.0863,https://exponential.fi/pools/8d1f9dce-022e-4501-9ffd-2ccd465a059d,Mero,"USDT,MIM,USDC,DAI","Tether USD (Ethereum),Magic Internet Money (Ethereum),USD Coin (Ethereum),Dai Stablecoin",https://www.notion.so/Mero-9996705d15a440f39311594ce2b42bdf,"https://www.notion.so/Tether-USD-Ethereum-0fd710520a85406d9575e4069fa27f0c, https://www.notion.so/Magic-Internet-Money-Ethereum-07799e51635c40b39aff0e62364450b9, https://www.notion.so/USD-Coin-Ethereum-5543257d4f2348c1ac408501694c7316, https://www.notion.so/Dai-Stablecoin-376edb1ce3d942088af5c5ce4c802364"
UwU USD Lending,F,0.0844,https://exponential.fi/pools/2d9692c4-4c46-4e31-853e-6337fe447b38,UwU,FRAX,Frax (Ethereum),https://www.notion.so/UwU-e8fa61687ac4482abdfb8ec5563a7dd4,https://www.notion.so/Frax-Ethereum-2c39cf8d821b4fefa9002a21a6b856da
Sonne USD Lending,D,0.0582,https://exponential.fi/pools/f35ec5eb-c1d0-4102-a6a8-11a19080a885,Sonne,USDT,Tether USD (Optimism),https://www.notion.so/Sonne-6977324d67ea47b7bd579b99b7793ddd,https://www.notion.so/Tether-USD-Optimism-08cb52b8fff64906bdfbdec9b9ef41bb
WOOFi BNB Staking,D,0.0545,https://exponential.fi/pools/ddbd2d4d-15a3-4662-be10-09ec7ceac85c,WOOFi Earn,BNB,Binance Chain Native Token,https://www.notion.so/WOOFi-Earn-815a7eaa17c149389068eb6b502c5412,https://www.notion.so/Binance-Chain-Native-Token-5419ec49379640fe889b03312dcdd939
JustLend USD Lending,D,0.0517,https://exponential.fi/pools/8d1536c5-b3bd-42e8-958f-cca7db8be92f,JustLend,USDD,Decentralized USD,https://www.notion.so/JustLend-3a1f4aacd493469dbafceba648d37fd7,https://www.notion.so/Decentralized-USD-8c57883ad8e54b7b941f06c12fa1d364
UwU USD Lending,D,0.044,https://exponential.fi/pools/fad32523-cb27-4122-b22d-813ce13108a7,UwU,USDT,Tether USD (Ethereum),https://www.notion.so/UwU-e8fa61687ac4482abdfb8ec5563a7dd4,https://www.notion.so/Tether-USD-Ethereum-0fd710520a85406d9575e4069fa27f0c
UwU USD Lending,D,0.0371,https://exponential.fi/pools/00b401f9-11a9-4725-975f-aa265451bfba,UwU,DAI,Dai Stablecoin,https://www.notion.so/UwU-e8fa61687ac4482abdfb8ec5563a7dd4,https://www.notion.so/Dai-Stablecoin-376edb1ce3d942088af5c5ce4c802364
Convex USD Market Making,F,0.0297,https://exponential.fi/pools/8f21a974-61bc-4413-8a08-30b791d9e61c,Convex,"FRAX,DAI,USDC,USDT","Frax (Ethereum),Dai Stablecoin,USD Coin (Ethereum),Tether USD (Ethereum)",https://www.notion.so/Convex-910d63740ea849b08b340b81ea7c21af,"https://www.notion.so/Frax-Ethereum-2c39cf8d821b4fefa9002a21a6b856da, https://www.notion.so/Dai-Stablecoin-376edb1ce3d942088af5c5ce4c802364, https://www.notion.so/USD-Coin-Ethereum-5543257d4f2348c1ac408501694c7316, https://www.notion.so/Tether-USD-Ethereum-0fd710520a85406d9575e4069fa27f0c"
Pendle USDC Principal Token (3/29),F,0.0219,https://exponential.fi/pools/c1790d0a-e5b0-45cf-8f15-83426faf23ae,Pendle,"FRAX,USDC","Frax (Ethereum),USD Coin (Ethereum)",https://www.notion.so/Pendle-7cd317bcbc3943d0ab51853f9a8f048e,"https://www.notion.so/Frax-Ethereum-2c39cf8d821b4fefa9002a21a6b856da, https://www.notion.so/USD-Coin-Ethereum-5543257d4f2348c1ac408501694c7316"
Mero USD Staking,F,0.0211,https://exponential.fi/pools/410ad829-2668-49b7-8100-d9911e9547c6,Mero,"FRAX,USDC","Frax (Ethereum),USD Coin (Ethereum)",https://www.notion.so/Mero-9996705d15a440f39311594ce2b42bdf,"https://www.notion.so/Frax-Ethereum-2c39cf8d821b4fefa9002a21a6b856da, https://www.notion.so/USD-Coin-Ethereum-5543257d4f2348c1ac408501694c7316"
Curve FIDU-USD Market Making,F,0.0092,https://exponential.fi/pools/a4824924-1992-4e6d-a761-8e33676e398f,Curve,"FIDU,USDC","Fidu,USD Coin (Ethereum)",https://www.notion.so/Curve-0c7b96b2a2274fb4a869e971c604ee4f,"https://www.notion.so/Fidu-fc46116cee9f42429e0a493ed95ae1eb, https://www.notion.so/USD-Coin-Ethereum-5543257d4f2348c1ac408501694c7316"
Balancer ETH Market Making,B,0.0582,https://exponential.fi/pools/ef2777db-c3c2-4836-abbe-ad0eba1eabf5,Balancer,"wstETH,ETH","Wrapped stETH,Ether",https://www.notion.so/Balancer-84f749d54eef479fb6da9bfbc4aca07e,"https://www.notion.so/Wrapped-stETH-551469e62ada493e8fb24d255f3b2501, https://www.notion.so/Ether-083c480c6565470385190396104819ad"
Balancer ETH Market Making,B,0.0512,https://exponential.fi/pools/0383600e-fc61-4e2e-b16d-229d5d9fc2bc,Balancer,"ETH,rETH","Ether,Rocket Pool ETH (Ethereum)",https://www.notion.so/Balancer-84f749d54eef479fb6da9bfbc4aca07e,"https://www.notion.so/Ether-083c480c6565470385190396104819ad, https://www.notion.so/Rocket-Pool-ETH-Ethereum-f2ff381ee89d46a7be45151919db9722"
Lido ETH Staking,A,0.0493,https://exponential.fi/pools/bf2ee737-848b-4e3e-8125-f75cc8e4de53,Lido,ETH,Ether,https://www.notion.so/Lido-798d6b54fe37419ba77ad8184aa58865,https://www.notion.so/Ether-083c480c6565470385190396104819ad
Rocket Pool ETH Staking,A,0.0446,https://exponential.fi/pools/fbac9036-f30b-4b8a-b39a-ef74900d6faa,Rocket Pool,ETH,Ether,https://www.notion.so/Rocket-Pool-1a769ff20d1845bcb50ee690a45de4fd,https://www.notion.so/Ether-083c480c6565470385190396104819ad
Yearn ETH Market Making,B,0.0432,https://exponential.fi/pools/9bc039a7-7d1b-44eb-b20b-35cc923c23b6,Yearn,"stETH,ETH","Lido Staked ETH,Ether",https://www.notion.so/Yearn-34a1ee33e55f4ee7b3b9a204d8508119,"https://www.notion.so/Lido-Staked-ETH-bb04fee601b040d9864547d1a8676426, https://www.notion.so/Ether-083c480c6565470385190396104819ad"
Coinbase ETH Staking,B,0.0399,https://exponential.fi/pools/90108fda-bb2a-440f-b4b2-66047c1cbe13,Coinbase Liquid Staking,ETH,Ether,https://www.notion.so/Coinbase-Liquid-Staking-393f51a88a8a4a1c8e793b166a66d636,https://www.notion.so/Ether-083c480c6565470385190396104819ad
Curve ETH Market Making,C,0.0328,https://exponential.fi/pools/a6ef04dc-a194-49bf-872a-ed6427b0f988,Curve,"ETH,frxETH","Ether,Frax Ether",https://www.notion.so/Curve-0c7b96b2a2274fb4a869e971c604ee4f,"https://www.notion.so/Ether-083c480c6565470385190396104819ad, https://www.notion.so/Frax-Ether-7125030fffb04b6f9dbe876def5784fe"
Euler ETH Lending,B,0.0067,https://exponential.fi/pools/164bf12d-0b41-4b2d-ad9e-0946710014f5,Euler,wstETH,Wrapped stETH,https://www.notion.so/Euler-a387e1ce165d4e02b428d4605d1d7ce6,https://www.notion.so/Wrapped-stETH-551469e62ada493e8fb24d255f3b2501
Gearbox ETH Lending,B,0.0007,https://exponential.fi/pools/d10ae8db-61b1-4768-a700-c5a272b6b25e,Gearbox,wstETH,Wrapped stETH,https://www.notion.so/Gearbox-bd6923fd8d06439f89f2a99edc368362,https://www.notion.so/Wrapped-stETH-551469e62ada493e8fb24d255f3b2501
Idle MATIC Perpetual Yield Tranches (Junior),A,0.1375,https://exponential.fi/pools/fddd4eb6-3c46-4c97-abdd-5d080869b321,Idle,MATIC,Matic Token (Ethereum),https://www.notion.so/Idle-a4567aed0b3d4d03b93d94b791240365,https://www.notion.so/Matic-Token-Ethereum-01baf2451bba47309baf4cdb5b19415f
Trader Joe V2 USD Market Making,D,0.903,https://exponential.fi/pools/934d988e-260b-4ea9-9827-8af9bb8f76a9,Trader Joe V2,"USDC,USDT.e","USD Coin (Native Avalanche),Tether USD (Avalanche)",https://www.notion.so/Trader-Joe-V2-252a48f4c2d14aa494e36ae3686f6b9a,"https://www.notion.so/USD-Coin-Native-Avalanche-505faddf33824d36b069fd787d2dc379, https://www.notion.so/Tether-USD-Avalanche-ab8398ee64df4afe90a3cbac6fc9859d"
Pendle USDC Market Making (3/29),F,0.0807,https://exponential.fi/pools/72521118-674c-454a-af34-2d00d812cc2b,Pendle,"FRAX,USDC","Frax (Ethereum),USD Coin (Ethereum)",https://www.notion.so/Pendle-7cd317bcbc3943d0ab51853f9a8f048e,"https://www.notion.so/Frax-Ethereum-2c39cf8d821b4fefa9002a21a6b856da, https://www.notion.so/USD-Coin-Ethereum-5543257d4f2348c1ac408501694c7316"
Trader Joe V2 USD Market Making,C,0.0713,https://exponential.fi/pools/6887f8ad-8d44-4ddc-88fb-c4b647a908df,Trader Joe V2,"DAI,USDC","Dai Stablecoin (Avalanche),USD Coin (Native Avalanche)",https://www.notion.so/Trader-Joe-V2-252a48f4c2d14aa494e36ae3686f6b9a,"https://www.notion.so/Dai-Stablecoin-Avalanche-50e5e95542d446328030694140989c60, https://www.notion.so/USD-Coin-Native-Avalanche-505faddf33824d36b069fd787d2dc379"
Idle MATIC Perpetual Yield Tranches (Senior),A,0.0637,https://exponential.fi/pools/9b45c068-8f26-429b-a039-a88893266699,Idle,MATIC,Matic Token (Ethereum),https://www.notion.so/Idle-a4567aed0b3d4d03b93d94b791240365,https://www.notion.so/Matic-Token-Ethereum-01baf2451bba47309baf4cdb5b19415f
Notional USD Market Making,B,0.0629,https://exponential.fi/pools/79e497aa-1443-4302-842b-a06ba48c38cc,Notional,DAI,Dai Stablecoin,https://www.notion.so/Notional-18814d1f35b142dd9c41d1a88fef756d,https://www.notion.so/Dai-Stablecoin-376edb1ce3d942088af5c5ce4c802364
Trader Joe V2 USD Market Making,C,0.0581,https://exponential.fi/pools/053d2644-43c3-407d-a989-8926ce519cbf,Trader Joe V2,"USDT,USDC","Tether Token (native Avalanche),USD Coin (Native Avalanche)",https://www.notion.so/Trader-Joe-V2-252a48f4c2d14aa494e36ae3686f6b9a,"https://www.notion.so/Tether-Token-native-Avalanche-d26808b765454086a2951aa642fdbb01, https://www.notion.so/USD-Coin-Native-Avalanche-505faddf33824d36b069fd787d2dc379"
Notional USD Market Making,B,0.0556,https://exponential.fi/pools/d3a0f7f6-1fcc-4aa8-b67e-26f3a2217e52,Notional,USDC,USD Coin (Ethereum),https://www.notion.so/Notional-18814d1f35b142dd9c41d1a88fef756d,https://www.notion.so/USD-Coin-Ethereum-5543257d4f2348c1ac408501694c7316
Notional ETH Fixed Term Lending (3/23),B,0.0556,https://exponential.fi/pools/65a5bce1-a3c8-46b0-92b7-9301ba5e26f6,Notional,ETH,Ether,https://www.notion.so/Notional-18814d1f35b142dd9c41d1a88fef756d,https://www.notion.so/Ether-083c480c6565470385190396104819ad
Notional ETH Fixed Term Lending (6/21),B,0.0517,https://exponential.fi/pools/798d069c-2655-4931-95f9-03b1fcc8cd5b,Notional,ETH,Ether,https://www.notion.so/Notional-18814d1f35b142dd9c41d1a88fef756d,https://www.notion.so/Ether-083c480c6565470385190396104819ad
Notional USD Fixed Term Lending (12/18),B,0.0489,https://exponential.fi/pools/123d580d-19d8-4429-98d4-e9d5ec5f4528,Notional,USDC,USD Coin (Ethereum),https://www.notion.so/Notional-18814d1f35b142dd9c41d1a88fef756d,https://www.notion.so/USD-Coin-Ethereum-5543257d4f2348c1ac408501694c7316
Pendle ETH Principal Token (3/29),B,0.049,https://exponential.fi/pools/0a6c4f6e-54ea-4f7d-a102-b5c74e1045e9,Pendle,stETH,Lido Staked ETH,https://www.notion.so/Pendle-7cd317bcbc3943d0ab51853f9a8f048e,https://www.notion.so/Lido-Staked-ETH-bb04fee601b040d9864547d1a8676426
Notional ETH Market Making,B,0.0481,https://exponential.fi/pools/e72e76cc-8b3f-493d-ab9c-dc88ef21b450,Notional,ETH,Ether,https://www.notion.so/Notional-18814d1f35b142dd9c41d1a88fef756d,https://www.notion.so/Ether-083c480c6565470385190396104819ad
Gearbox ETH Lending,B,0.0474,https://exponential.fi/pools/53138591-3005-4206-98fb-c49a1ed974e4,Gearbox,ETH,Ether,https://www.notion.so/Gearbox-bd6923fd8d06439f89f2a99edc368362,https://www.notion.so/Ether-083c480c6565470385190396104819ad
Gearbox USD Lending,B,0.045,https://exponential.fi/pools/8032cbab-86ef-452c-825b-fc9c7fa895f9,Gearbox,DAI,Dai Stablecoin,https://www.notion.so/Gearbox-bd6923fd8d06439f89f2a99edc368362,https://www.notion.so/Dai-Stablecoin-376edb1ce3d942088af5c5ce4c802364
Notional USD Fixed Term Lending (6/21),B,0.0417,https://exponential.fi/pools/64aebdfa-0a3b-4a20-9ab1-e744f2acf8c3,Notional,DAI,Dai Stablecoin,https://www.notion.so/Notional-18814d1f35b142dd9c41d1a88fef756d,https://www.notion.so/Dai-Stablecoin-376edb1ce3d942088af5c5ce4c802364
Notional USD Fixed Term Lending (12/18),B,0.0413,https://exponential.fi/pools/d628535b-dda4-4469-a555-c75a508e64db,Notional,DAI,Dai Stablecoin,https://www.notion.so/Notional-18814d1f35b142dd9c41d1a88fef756d,https://www.notion.so/Dai-Stablecoin-376edb1ce3d942088af5c5ce4c802364
GMX Crypto Market Making,C,0.2496,https://exponential.fi/pools/1991ab34-c7c6-4bb0-b9ff-e02e01808bd5,GMX,GLP,GMX LP (Arbitrum),https://www.notion.so/GMX-d3291fcd4c1c4ff08352b0019f9fa8eb,https://www.notion.so/GMX-LP-Arbitrum-ca6a6dae77954c84ab68c7d977e9b3a5
Gains USD Market Making,C,0.1435,https://exponential.fi/pools/84f49547-c5c3-4e9e-8f0b-f48172fd20d0,Gains Network,DAI,Dai Stablecoin (PoS Polygon),https://www.notion.so/Gains-Network-62ababe752b640adb8ff29912cded3b5,https://www.notion.so/Dai-Stablecoin-PoS-Polygon-b008df7a3ed44f6ba265a4aebe9a58d0
GMX Fee Sharing,B,0.1036,https://exponential.fi/pools/b0e4c692-e97d-4e33-8bdd-8afc6ac477a4,GMX,GMX,GMX,https://www.notion.so/GMX-d3291fcd4c1c4ff08352b0019f9fa8eb,https://www.notion.so/GMX-cf3ed67e645c4268934e904a1d17f1d3
Curve CRV Fee Sharing,A,0.0707,https://exponential.fi/pools/fa64c5b9-a0a2-4763-8668-1baf7318c470,Curve,CRV,Curve DAO Token (Ethereum),https://www.notion.so/Curve-0c7b96b2a2274fb4a869e971c604ee4f,https://www.notion.so/Curve-DAO-Token-Ethereum-df950fa87eb44d85b26c1a0d26991e3f
Abracadabra SPELL Fee Sharing,B,0.0556,https://exponential.fi/pools/b02a7246-c760-4c55-8cae-d7474be36467,Abracadabra,SPELL,Spell Token (Ethereum),https://www.notion.so/Abracadabra-29d91f586e77497f8e11e0a136abbd9d,https://www.notion.so/Spell-Token-Ethereum-eed3743e2bfa40abb3b041fc6dd0e8a3
Umami Staking,C,0.0204,https://exponential.fi/pools/8d868a5c-0f7f-46f6-8051-e8f399a93305,Umami,UMAMI,UMAMI,https://www.notion.so/Umami-b7addab9f99b4ad9bdc13d7d6b9a996f,https://www.notion.so/UMAMI-aef8b4ed5f5e46aabb22334d5e05d5e0
Uniswap BTC Market Making,B,0.2061,https://exponential.fi/pools/1d9ae317-85e2-4c61-ae97-f0ebd91ab7f6,Uniswap v3,"WBTC,BTC2X-FLI","Wrapped BTC (Ethereum),BTC Flexible Leverage Index",https://www.notion.so/Uniswap-v3-5461faaf7fc343298b466a6ee71b9ff2,"https://www.notion.so/Wrapped-BTC-Ethereum-a8a21ace393f4b1da2af0172d9694b73, https://www.notion.so/BTC-Flexible-Leverage-Index-3d716557ca3a491fa25d0bba5e3bf5c1"
Trader Joe V2 BTC Market Making,C,0.1408,https://exponential.fi/pools/06b6b4bc-4b12-47ae-8856-54c1b2d5460b,Trader Joe V2,"WBTC.e,BTC.b","Wrapped BTC (Avalanche),Bitcoin (Avalanche)",https://www.notion.so/Trader-Joe-V2-252a48f4c2d14aa494e36ae3686f6b9a,"https://www.notion.so/Wrapped-BTC-Avalanche-077cea2b925c4e14aa44214c5da185d2, https://www.notion.so/Bitcoin-Avalanche-2de24b38cae0456cae081e884df080cc"
Yearn BTC Market Making,C,0.095,https://exponential.fi/pools/4b33407c-f1e8-4e54-b67c-fbe6967fa1ae,Yearn,"WBTC,multiBTC,sBTC","Wrapped BTC (Ethereum),multiBTC,Synth BTC",https://www.notion.so/Yearn-34a1ee33e55f4ee7b3b9a204d8508119,"https://www.notion.so/Wrapped-BTC-Ethereum-a8a21ace393f4b1da2af0172d9694b73, https://www.notion.so/multiBTC-c5e2fc0ce2334655a96b8d61bd7616a8, https://www.notion.so/Synth-BTC-c92708d2db9941eb938d778badb96f6a"
Curve BTC Market Making,B,0.0803,https://exponential.fi/pools/86a195db-08c2-403b-9f21-c7b3de401a08,Curve,"sBTC,WBTC","Synth BTC (Optimism),Wrapped BTC (Optimism)",https://www.notion.so/Curve-0c7b96b2a2274fb4a869e971c604ee4f,"https://www.notion.so/Synth-BTC-Optimism-55030a82ddd742b18dab05630e50ab19, https://www.notion.so/Wrapped-BTC-Optimism-d62e75786298497b88bf31e19e771af2"
Sonne BTC Lending,C,0.0507,https://exponential.fi/pools/9992fc08-5af2-4db7-b80d-861cfab6690e,Sonne,WBTC,Wrapped BTC (Optimism),https://www.notion.so/Sonne-6977324d67ea47b7bd579b99b7793ddd,https://www.notion.so/Wrapped-BTC-Optimism-d62e75786298497b88bf31e19e771af2
Yearn BTC Market Making,B,0.0437,https://exponential.fi/pools/e39b9758-672b-4aa3-9022-faf66ed1c035,Yearn,HBTC,Huobi BTC,https://www.notion.so/Yearn-34a1ee33e55f4ee7b3b9a204d8508119,https://www.notion.so/Huobi-BTC-b929226ca62c4789bb18a4ea63dd5f81
Benqi BTC Lending,C,0.0216,https://exponential.fi/pools/6948599a-4302-4ef7-9b4b-361c1a515619,Benqi,BTC.b,Bitcoin (Avalanche),https://www.notion.so/Benqi-a29f4b34172446a2a56ba7a5b35f3f76,https://www.notion.so/Bitcoin-Avalanche-2de24b38cae0456cae081e884df080cc
Radiant BTC Lending,C,0.0206,https://exponential.fi/pools/de0b553d-d82b-42d1-b7ad-851e1771afec,Radiant,WBTC,Wrapped BTC (Arbitrum),https://www.notion.so/Radiant-8869921aedbe4d0885a961e18a6921fe,https://www.notion.so/Wrapped-BTC-Arbitrum-3a94e1991a23447b88e7e5188f75742f
Gearbox BTC Lending,B,0.0195,https://exponential.fi/pools/11b90136-d2b8-431c-ac2d-d3e780ff34d5,Gearbox,WBTC,Wrapped BTC (Ethereum),https://www.notion.so/Gearbox-bd6923fd8d06439f89f2a99edc368362,https://www.notion.so/Wrapped-BTC-Ethereum-a8a21ace393f4b1da2af0172d9694b73
Notional BTC Fixed Term Lending (3/23),B,0.0163,https://exponential.fi/pools/168f6c26-334f-4f34-991d-eeb244103e26,Notional,WBTC,Wrapped BTC (Ethereum),https://www.notion.so/Notional-18814d1f35b142dd9c41d1a88fef756d,https://www.notion.so/Wrapped-BTC-Ethereum-a8a21ace393f4b1da2af0172d9694b73
Convex BTC Market Making,C,0.0221,https://exponential.fi/pools/ebe919e9-07a9-4d8f-b6a3-009a56cbec33,Convex,"renBTC,WBTC,sBTC","renBTC (Ethereum),Wrapped BTC (Ethereum),Synth BTC",https://www.notion.so/Convex-910d63740ea849b08b340b81ea7c21af,"https://www.notion.so/renBTC-Ethereum-d688c3ccef8b4b408d3b30c160d9dc83, https://www.notion.so/Wrapped-BTC-Ethereum-a8a21ace393f4b1da2af0172d9694b73, https://www.notion.so/Synth-BTC-c92708d2db9941eb938d778badb96f6a"
Notional BTC Fixed Term Lending (6/21),B,0.0143,https://exponential.fi/pools/60a03983-b2ad-4f9e-b463-a1889df191ad,Notional,WBTC,Wrapped BTC (Ethereum),https://www.notion.so/Notional-18814d1f35b142dd9c41d1a88fef756d,https://www.notion.so/Wrapped-BTC-Ethereum-a8a21ace393f4b1da2af0172d9694b73
Platypus BTC Market Making,C,0.0125,https://exponential.fi/pools/dce1af16-a8f8-47ce-bdca-26489b6aed05,Platypus,"BTC.b,WBTC.e","Bitcoin (Avalanche),Wrapped BTC (Avalanche)",https://www.notion.so/Platypus-f5ec2e56f5054ad2b085f4f148fb2bce,"https://www.notion.so/Bitcoin-Avalanche-2de24b38cae0456cae081e884df080cc, https://www.notion.so/Wrapped-BTC-Avalanche-077cea2b925c4e14aa44214c5da185d2"
0VIX BTC Lending,C,0.01,https://exponential.fi/pools/fb19c235-2ef1-432f-bae6-0c92ea2bfbd4,OVIX,WBTC,Wrapped BTC (PoS Polygon),https://www.notion.so/OVIX-62485ce3784349c9910694731f5ee69e,https://www.notion.so/Wrapped-BTC-PoS-Polygon-414791a3d66e44ddaa1d9e633b4e3d59
Morpho-Aave BTC Lending,B,0.0058,https://exponential.fi/pools/6b3a49cf-3ca2-44b1-b3d7-1bce4243522b,Morpho-Aave,WBTC,Wrapped BTC (Ethereum),https://www.notion.so/Morpho-Aave-6a8e4c46d2d7470b9a8faab0d8e76525,https://www.notion.so/Wrapped-BTC-Ethereum-a8a21ace393f4b1da2af0172d9694b73
