Name,Risk Rating (Exponential),Protocol URL (Exponential),Related Pools
Compound,Good,https://exponential.fi/protocols/f4a19a6a-f006-48c1-8db1-0aa41c2c6d89,"https://www.notion.so/Compound-USD-Lending-9c7fd8ab23234fb38da6eaa2fbd6fae5, https://www.notion.so/Compound-ETH-Lending-3ce0319964724dda95429167c0b15ce1, https://www.notion.so/Compound-BTC-Lending-221b49eed5944743a3eedb22d034f631"
Convex,Average,https://exponential.fi/protocols/15ccfdc7-3489-4256-8633-d4c1090a87c6,"https://www.notion.so/Convex-EUR-USD-Market-Making-2d49f8c3e7804548afb5c16167243c1d, https://www.notion.so/Convex-USD-Market-Making-94fcc59cae104390b469f3216d26bcec, https://www.notion.so/Convex-BTC-Market-Making-84a0b2081f9d4931a52119f95c70eac0, https://www.notion.so/Convex-ETH-Market-Making-b546005334a649e3bd5ddf8907f34720, https://www.notion.so/Convex-ETH-Market-Making-85d223b59f0444c882a97a98d7939cff, https://www.notion.so/Convex-EUR-Market-Making-fec48d7f75ca4c07850d59ea893057a7, https://www.notion.so/Convex-ETH-CRV-Market-Making-bb0747c7004749c39023314afe7cd7d9, https://www.notion.so/Convex-ETH-CVX-Market-Making-4824f186448d4c869ea9cf54e1376d3b, https://www.notion.so/Convex-cvxCRV-CRV-Market-Making-17dfc96789404afba824ce4aedd231bf, https://www.notion.so/Convex-CRV-Fee-Sharing-2347df82732c4d1c8e7305e874bb523e, https://www.notion.so/Convex-EUR-USD-Market-Making-1bdb08806d45478cbfa7d70b3a2364d9, https://www.notion.so/Convex-EUR-Market-Making-b94093f7fe2842a8b9d8609e9befd700, https://www.notion.so/Convex-EUR-Market-Making-5d929c8e318f42ad86d5325d4f962eb7, https://www.notion.so/Convex-USD-Market-Making-ab104c85d1744f76aefa287673949cb6, https://www.notion.so/Convex-EUR-Market-Making-0e829a7c0ed44724a2145bcc61b0a918, https://www.notion.so/Convex-ETH-Market-Making-548d86c76c8c4134b702118825c7bd29, https://www.notion.so/Convex-USD-Market-Making-0967fbca1a2f43e0842b39401aac316e, https://www.notion.so/Convex-USD-Market-Making-c567199bead44bc59b1fdf31d69df59b, https://www.notion.so/Convex-CVX-Staking-98bc46afa1ac452c97c94b7ff6b26da0"
Curve,Best,https://exponential.fi/protocols/ae47d5b9-7f30-4d11-932f-1368ec773768,"https://www.notion.so/Curve-FIDU-USD-Market-Making-80097f111843424cbbe9a4cde2a7c30e, https://www.notion.so/Curve-ETH-Market-Making-a7f155e548b0461db0e2e7fe659f8789, https://www.notion.so/Curve-CRV-Fee-Sharing-35b805b0132c48cc8a92b44dc85802bb, https://www.notion.so/Curve-BTC-Market-Making-6e59fb7161c04f34b8619f2c334601ec, https://www.notion.so/Curve-ETH-Market-Making-28359b7a4ddc49259c459f2dc52b0d65, https://www.notion.so/Curve-Tricrypto-Market-Making-5833acceac99451e98171487dc0bc9d4, https://www.notion.so/Curve-USD-Market-Making-a883dd95ad154f45a44207755e952d82, https://www.notion.so/Curve-USD-Market-Making-e65e8ab2ea394f1a964a2013df0c7311, https://www.notion.so/Curve-USD-Market-Making-a0f99bf1384d4d9fbfffc908f99a4f13, https://www.notion.so/Curve-USD-Market-Making-8462c945b6064371a79c3a3408ab6fee, https://www.notion.so/Curve-USD-Market-Making-e4b30900f7ef4d79b68552e4283eaf17, https://www.notion.so/Curve-USD-Market-Making-537ecc567bfd41c19904134c6f8606c3, https://www.notion.so/Curve-USD-Market-Making-e93e4bac4e814e1b90f5f23ffd09fee8, https://www.notion.so/Curve-USD-Market-Making-6dc3dc79bc024684b87422c0390192af, https://www.notion.so/Curve-USD-Market-Making-9b5803272b5f4bb0be398caaea44cfad, https://www.notion.so/Curve-USD-Market-Making-f93f2a91cff543938b8e53ed52d52751"
Deus,Watch Out,https://exponential.fi/protocols/08065a07-9dc4-48f6-a7a3-19ad616bc137,
dYdX,Good,https://exponential.fi/protocols/e084732d-b58d-48e9-b804-760aa526ee32,
Ellipsis,Watch Out,https://exponential.fi/protocols/75bcba98-9fb4-4885-b739-515a154bc57e,
Eth2,Good,https://exponential.fi/protocols/d6a4e2cb-1a3c-40dc-b912-d112c843ab9f,
Ethereum Name Service,Best,https://exponential.fi/protocols/17d1bfb3-267d-4eaa-9fbc-a70f390433de,
Euler,Average,https://exponential.fi/protocols/7fb14dd8-4fd8-497f-8c04-4a1b88098f5b,"https://www.notion.so/Euler-USD-Lending-d4197abfb4cc4f37a7874f81155e7d83, https://www.notion.so/Euler-ETH-Lending-508461660faa42fc8f20c26fc53546af, https://www.notion.so/Euler-ETH-Lending-95f458b8a02744adbe4bacb3103e03df, https://www.notion.so/Euler-ETH-Lending-7ef710f7617242d5a2efb9d8b5e6d6d4, https://www.notion.so/Euler-BTC-Lending-1cf1447cee25486d95a72044eb66ac16, https://www.notion.so/Euler-USD-Lending-518807eed55e4c788e7630d5f674b409, https://www.notion.so/Euler-USD-Lending-94cf7562719a4fd8a01aa281c26817c7"
Frax,Average,https://exponential.fi/protocols/fdbafb33-9213-4c20-b41f-e7b6a8aa5282,
Frax Ether,Watch Out,https://exponential.fi/protocols/9a6e460d-19d3-4b6a-92e4-8598a85b8096,https://www.notion.so/Frax-ETH-Staking-44896f5abed34a9ca90c08d0e4f0b0f6
Gains Network,Watch Out,https://exponential.fi/protocols/8749d71f-ee18-4d85-b72e-e2061551c24e,"https://www.notion.so/Gains-USD-Market-Making-67b322d60e87486cb852caa4c54107b1, https://www.notion.so/Gains-USD-Market-Making-fe34d3bf5866437c9837e8370d84f8ed, https://www.notion.so/Gains-GNS-Staking-33084a3449b64fb69263dfac498982c5"
Gearbox,Average,https://exponential.fi/protocols/c294ca57-39ba-40cc-9c55-ff3d45e62918,"https://www.notion.so/Gearbox-ETH-Lending-a3f2ec8ea40d4f9f9a783896458755ee, https://www.notion.so/Gearbox-ETH-Lending-c90a497399b1453abf43207c06eb14f9, https://www.notion.so/Gearbox-USD-Lending-9035bd5180414ff59f2cdd93c388736c, https://www.notion.so/Gearbox-BTC-Lending-442cb3f065e4441ca10cf2b9f8b611ff, https://www.notion.so/Gearbox-USD-Lending-26188f19cdcd45248f6fb38d57908167"
Geist,Watch Out,https://exponential.fi/protocols/3d2e4394-651d-43f1-81f8-cd24e692018c,
GMX,Watch Out,https://exponential.fi/protocols/b5c8e645-8317-465f-add0-efd85ff8a246,"https://www.notion.so/GMX-Crypto-Market-Making-65877b01b87741e28a59e7912d2a34d5, https://www.notion.so/GMX-Fee-Sharing-0fbf7f40f7394506933e2789dcca1a1f, https://www.notion.so/GMX-AVAX-Tricrypto-Market-Making-11170c56506b42e598648d9d458d5545"
Goldfinch,Watch Out,https://exponential.fi/protocols/7c7e0e16-9d6d-4921-86f2-3a78725bc9f4,https://www.notion.so/Goldfinch-USD-Lending-aca4d07d4ee248058f264b6d9e10db35
Granary,Watch Out,https://exponential.fi/protocols/198c6ea0-9000-4dbd-9543-762617e6f618,
Harvest,Watch Out,https://exponential.fi/protocols/e94b5fb5-c2aa-491b-9fa6-d49e0ebf4cbe,
Helio,Watch Out,https://exponential.fi/protocols/d0d441d3-03c7-409d-8602-254de3acbf3d,
Hop,Good,https://exponential.fi/protocols/8e3e8acd-67af-4cf5-89bb-17a3fb8944f7,"https://www.notion.so/Hop-USD-Bridging-71cb28d290074b31ac9f74218ce33b44, https://www.notion.so/Hop-USD-Bridging-ed19369095b944859f1115364ee20bcc, https://www.notion.so/Hop-USD-Bridging-acf8416951ea442e878fd3866cb212e9"
Hubble,Average,https://exponential.fi/protocols/0b9987bf-34c4-47f4-af5a-0d104847ddbf,
Idle,Good,https://exponential.fi/protocols/398de68f-e761-4e3e-89ba-ad3c58b7ec8b,"https://www.notion.so/Idle-ETH-Perpetual-Yield-Tranches-Senior-943a78de18564563a316f371e81c811b, https://www.notion.so/Idle-MATIC-Perpetual-Yield-Tranches-Junior-5b3235d1b28a48a4807cb5c46777802f, https://www.notion.so/Idle-MATIC-Perpetual-Yield-Tranches-Senior-9b9ecfa6de014e5392a882d1a7f7ef91, https://www.notion.so/Idle-ETH-Perpetual-Yield-Tranches-Junior-0349d0e4c245412abb85e69290805295, https://www.notion.so/Idle-USD-Lending-89b7f14d819b4ab0b4d51128f99ab7d3, https://www.notion.so/Idle-USD-Lending-c976408ffa214a9db1918e66f75cab5f, https://www.notion.so/Idle-ETH-Lending-70af823dea2b4b2cb64fad4d1dfc4395, https://www.notion.so/Idle-USD-Lending-16d3c8338e0d49148816c4fbc5325fdb"
Illuvium,Average,https://exponential.fi/protocols/cde75f1d-b6d8-4ab0-b27d-5440905c578a,
Impermax,Watch Out,https://exponential.fi/protocols/4a9cb366-9932-4732-a8b9-eef0cf436b25,
Index Coop,Best,https://exponential.fi/protocols/7a5fce96-98d4-49f9-ad23-34aa44489659,
iZiSwap,Watch Out,https://exponential.fi/protocols/91c05715-3397-438d-9e32-ff4317009c90,
iZUMi LiquidBox,Average,https://exponential.fi/protocols/c5e0eccb-d7dc-4504-bb0f-bcc5e953eb1d,
Jones DAO,Watch Out,https://exponential.fi/protocols/fb615848-f303-4a0e-9738-fdb4920819d6,"https://www.notion.so/Jones-Dao-ETH-Market-Making-0f8c3274f31b4303a9fa98b06f9feaa1, https://www.notion.so/Jones-Dao-ETH-Calls-2a94759f07ef4580a3c0fcbf24a20050"
JustLend,Average,https://exponential.fi/protocols/0ca97cfb-37b5-4b40-89f9-571d20d0a66f,https://www.notion.so/JustLend-USD-Lending-3352969424614893a03036f6ee8704f5
JustStable,Watch Out,https://exponential.fi/protocols/9dc32683-b8ee-47fa-b3ed-cac61740136c,
Kamino,Watch Out,https://exponential.fi/protocols/c14b0fd3-95b8-4f77-ba83-8b1df7d19ee4,
Kwenta,Good,https://exponential.fi/protocols/f92c5d22-2544-4f51-abb3-0b0383f29d7d,
Lido,Good,https://exponential.fi/protocols/3501b076-ff45-4999-aeb4-3453cebe2451,"https://www.notion.so/Lido-ETH-Staking-76e1138f73344224a44cbd87c292c4eb, https://www.notion.so/Lido-SOL-Staking-b2373ddb24f54b7c84d890a4245c6982, https://www.notion.so/Lido-MATIC-Staking-98034a2731174584a749e31242e24b4d"
Liquity,Good,https://exponential.fi/protocols/07d1c31c-ee43-416d-8c7f-1f259eb0e750,https://www.notion.so/Liquity-USD-Stability-Pool-41dbf0f1bb884e26a37e5ed7ff0056e3
LooksRare,Watch Out,https://exponential.fi/protocols/1c00816f-70d0-4597-bb61-c64d6d2eaec9,https://www.notion.so/LooksRare-Fee-Sharing-be74114a60194c0f842adc5ae9b5cf18
Lyra,Average,https://exponential.fi/protocols/5482ed98-9993-4e99-b477-1ff5e512519f,"https://www.notion.so/Lyra-BTC-Options-Market-Making-c54ef46c5d7244bda554183d484877b8, https://www.notion.so/Lyra-ETH-Options-Market-Making-c346aaf07f3d46fa8bfb0d3b6370f06e"
Maker,Good,https://exponential.fi/protocols/26b3d2b6-b937-434a-b9af-6a0f5a4a3737,
Manifold,Watch Out,https://exponential.fi/protocols/8c6ec8e8-0a28-4766-bef0-52fe48f06a2a,
Maple,Watch Out,https://exponential.fi/protocols/d4d16057-ae1e-4e05-907b-95505df6aae1,
Mercurial,Watch Out,https://exponential.fi/protocols/422d831b-79f6-4de8-8b25-217f7918f1a2,
Mero,Average,https://exponential.fi/protocols/66722d2c-c293-470c-bd5e-962742189c6e,"https://www.notion.so/Mero-USD-Staking-a2f8c6dcb9aa405f9a695355a4c2f790, https://www.notion.so/Mero-USD-Staking-2bdb4c14871c407bb4850905443f13de, https://www.notion.so/Mero-USD-Staking-0bb3c24051554e779ef701c341be2416, https://www.notion.so/Mero-ETH-Staking-b6a50aad50c848548469635fa929a1ab, https://www.notion.so/Mero-USD-Staking-37f123f31bc14d9ebbcfa26f15dba858"
MoreMoney,Watch Out,https://exponential.fi/protocols/851e1116-12f6-47f0-8976-eee9ba4f2dbe,
Morpho-Aave,Watch Out,https://exponential.fi/protocols/4b096817-0f3d-45e5-95ae-d6a9141005cc,"https://www.notion.so/Morpho-Aave-BTC-Lending-3c940340758f41d198b5c7a3e3efa369, https://www.notion.so/Morpho-Aave-USD-Lending-63bd9e6903824b5caf03656699c73a7a, https://www.notion.so/Morpho-Aave-ETH-Lending-24ce7ca7fbaa4c87b0988cfda6843d1a, https://www.notion.so/Morpho-Aave-USD-Lending-e4a76af986c84552b698ceb0d344da07, https://www.notion.so/Morpho-Aave-USD-Lending-547601d687a34facb7a2a25ca757f882"
Morpho-Compound,Average,https://exponential.fi/protocols/fc0ff19a-7d49-462b-b43e-f5021f9b0466,"https://www.notion.so/Morpho-Compound-BTC-Lending-75f8557ed5ec40e8b01c1bdd451ed03d, https://www.notion.so/Morpho-Compound-USD-Lending-7cca51868a9e48799f9ade69a90fe7ae, https://www.notion.so/Morpho-Compound-USD-Lending-ef100172ddd741669238f2bcfbdae4ef, https://www.notion.so/Morpho-Compound-USD-Lending-12de7880986c45298f7c476b931d316d, https://www.notion.so/Morpho-Compound-ETH-Lending-9e8ed99f90614f409750209e40749795"
mStable,Best,https://exponential.fi/protocols/a29d2e56-7ae7-4182-ab53-2c71a19ae54f,
Multichain,Watch Out,https://exponential.fi/protocols/bad1265d-78c3-486d-a8f0-bfc5cfdc81eb,
Mycelium Perpetual Pools,Average,https://exponential.fi/protocols/105d3ddb-e962-4b7b-bfeb-dda0c2da7378,"https://www.notion.so/Mycelium-MYC-Fee-Sharing-91b63538dca34a38825c87fb9ca27659, https://www.notion.so/Mycelium-Crypto-Market-Making-1ea0da6b15364586bc71d5d2b1217fbb"
Neutrino,Watch Out,https://exponential.fi/protocols/7bc38b69-a2e3-4f5f-afe6-6e2132412aab,
Nexus Mutual,Good,https://exponential.fi/protocols/62c85b4c-afe5-4b9c-92a7-4544b9d41f1e,
Notional,Watch Out,https://exponential.fi/protocols/b762e5fc-0d4c-48ea-a58c-6bcf38895a38,"https://www.notion.so/Notional-USD-Market-Making-79447ce2475646adaa03d2cda563f701, https://www.notion.so/Notional-USD-Market-Making-7d5de4201abd44ac9183b8b60cdabf4c, https://www.notion.so/Notional-ETH-Fixed-Term-Lending-3-23-24e0291390164d10a9084cd1af9ac351, https://www.notion.so/Notional-ETH-Fixed-Term-Lending-6-21-d479a82fb7aa4621bfdcdcff314778f9, https://www.notion.so/Notional-USD-Fixed-Term-Lending-12-18-d1c5a803c4a2487baa04f8d6650d6452, https://www.notion.so/Notional-ETH-Market-Making-0dcea8c7c49b4beaabddd5abbc05d394, https://www.notion.so/Notional-USD-Fixed-Term-Lending-6-21-be5fc6a20b934aa3b5f98cf8aad16439, https://www.notion.so/Notional-USD-Fixed-Term-Lending-12-18-21a9e9470df249cd93501f15d4217cc6, https://www.notion.so/Notional-BTC-Fixed-Term-Lending-3-23-78de672acc73460e8e91a7ceefcccd6b, https://www.notion.so/Notional-BTC-Fixed-Term-Lending-6-21-0e8653d540004a528d3f3ce1fddb55bf, https://www.notion.so/Notional-BTC-Market-Making-24bc0fffb5974b2dacebba66f6291121, https://www.notion.so/Notional-USD-Fixed-Term-Lending-3-23-6e8313c6a0c64901a466018d5c6e2323, https://www.notion.so/Notional-USD-Fixed-Term-Lending-6-21-eafe1fa66de44169ae7f03435ab89d43, https://www.notion.so/Notional-USD-Fixed-Term-Lending-3-23-9da1130f9e9348e3839b6c5eb9124fcc"
Oasis,Average,https://exponential.fi/protocols/4189eee7-ad50-4b8e-9ebc-9f917916c88d,
Olympus,Watch Out,https://exponential.fi/protocols/c3e159cd-1312-4d71-97c8-3a1c8bbb62a3,https://www.notion.so/Olympus-OHM-Fee-Sharing-e5cd346e25a84d1d99e10d1a0bf19035
Optimism Bridge,Average,https://exponential.fi/protocols/24d7ccf4-8dcf-48b2-ada6-04bac813c3b3,
Opyn (Squeeth),Average,https://exponential.fi/protocols/0e735ffa-5549-408f-b108-23da0c52f274,
Orca,Average,https://exponential.fi/protocols/4c5fb890-6f58-42bc-954c-7441e83bd978,
Origin Dollar,Good,https://exponential.fi/protocols/60f66564-3e85-421c-97ad-c38e0a4cee07,https://www.notion.so/Origin-Dollar-USD-Yield-8d3f61afacb44a5fac328acfc5a58e2e
Overnight,Average,https://exponential.fi/protocols/624237ad-f40a-437e-8041-e390e0f8cc29,https://www.notion.so/Overnight-USD-Staking-f36cce5b0af84744b3ce69c6079ad739
PancakeSwap,Watch Out,https://exponential.fi/protocols/df829fd8-beff-438e-8a8b-577245f4b966,"https://www.notion.so/PancakeSwap-BTC-ETH-Market-Making-7d0c2bd744634be39f258bce2d1f389f, https://www.notion.so/PancakeSwap-ETH-USD-Market-Making-a96b949b61d34a49a6688f717e114c72, https://www.notion.so/PancakeSwap-BTC-USD-Market-Making-d91e76e18d5e4f75b4dfd25f034df6fd, https://www.notion.so/PancakeSwap-ETH-USD-Market-Making-61300316e6ce4ca5b7fc45277de1de6e, https://www.notion.so/Pancakeswap-BNB-ETH-Market-Making-d1fdbaae1e1e4e0da933e0526a73e07e, https://www.notion.so/PancakeSwap-BTC-ETH-Market-Making-636825805e9e42c489434d72ed09d059, https://www.notion.so/PancakeSwap-USDC-BUSD-Market-Making-957c56ef0974407285475602e22d9e19"
Pangolin,Average,https://exponential.fi/protocols/ea9d4803-0e8e-49b7-a844-0a9b96646527,"https://www.notion.so/Pangolin-AVAX-Market-Making-12cac26f047d41caaeabf1427cf329bb, https://www.notion.so/Pangolin-AVAX-USD-Market-Making-429dfff315a044ef8f376ebdfeeb049a, https://www.notion.so/Pangolin-AVAX-ETH-Market-Making-ccabcca57d2b4caf837fef462c1ca356"
Perpetual,Good,https://exponential.fi/protocols/0b4eef2d-1dca-4fcf-a7a3-0107ab06843e,
Pika,Watch Out,https://exponential.fi/protocols/d747d544-9c92-461d-9872-7e75c57006f0,
Platypus,Watch Out,https://exponential.fi/protocols/cd27deb9-974b-4a7d-b852-39bc47fdc03a,"https://www.notion.so/Platypus-BTC-Market-Making-009226ef193a408db254689152c9bce4, https://www.notion.so/Platypus-AVAX-Market-Making-ec370326e45e4bd5a0c973d7722d1e5c, https://www.notion.so/Platypus-USD-Market-Making-e9e283ddf990464daaa02464f83f4297, https://www.notion.so/Platypus-USD-Market-Making-2194873c7c6a4d799f47de29c1359873, https://www.notion.so/Platypus-USD-Market-Making-c3c8cc8aee8a466cb32f4657d34009ff, https://www.notion.so/Platypus-USD-Market-Making-72c9f47b8c764299a4a9462bf88e01bf"
Polygon PoS Bridge,Average,https://exponential.fi/protocols/e5530da3-b6fd-4b08-acb0-1990432f1797,
Polynomial,Watch Out,https://exponential.fi/protocols/4e2bfdb1-0fbd-44dc-9f4f-631040cfb9bd,
PoolTogether,Best,https://exponential.fi/protocols/e696144f-8b96-40b4-83d2-1371e884bbf7,https://www.notion.so/PoolTogether-USD-Lending-6a3750780c5a47a8b2bfd42496366004
Popsicle,Watch Out,https://exponential.fi/protocols/55ab932f-8c75-406d-be8f-561b36741f8b,
Portal Bridge,Watch Out,https://exponential.fi/protocols/221496e9-f627-4a49-8939-8489096c31a6,
QiDAO,Average,https://exponential.fi/protocols/5c3aeb8c-0b4d-49e3-80d5-7519547e29ec,
Quarry,Watch Out,https://exponential.fi/protocols/151eab48-2870-4a28-af88-6b80cc868d1e,https://www.notion.so/Quarry-SOL-Market-Making-bb00ed4a85014c3f9d9feae4fc36ff29
QuickSwap,Watch Out,https://exponential.fi/protocols/98a5f0c7-c16c-4b6c-8506-e307cbe87055,"https://www.notion.so/Quickswap-MATIC-ETH-Market-Making-c680bc8427a34a9e904ff0184c25d58d, https://www.notion.so/QuickSwap-ETH-USD-Market-Making-1f7ffd5940a34208b298033370ad4d39, https://www.notion.so/Quickswap-MATIC-USD-Market-Making-e78ebe73bf694f25bba7b8cdb78ef039"
Radiant,Watch Out,https://exponential.fi/protocols/30825fe3-136b-4aed-99ed-95cc7bcbeaf4,"https://www.notion.so/Radiant-BTC-Lending-2ad7a76d02954a80bbc1448894f95e48, https://www.notion.so/Radiant-USD-Lending-dfea0a6bbf124e46ac03e1047a85758a, https://www.notion.so/Radiant-USD-Lending-23344da4046d4429814dbb69d467a8fb, https://www.notion.so/Radiant-USD-Lending-7e769d86bcae4eeabf38434c93392d74, https://www.notion.so/Radiant-ETH-Lending-a7ffa4d6a1f541488b95d70dc35fa7e2"
Rage Trade,Watch Out,https://exponential.fi/protocols/ca8d6af3-7956-4492-b9e5-c983fd8dc93b,"https://www.notion.so/RageTrade-Tricrypto-Market-Making-6af5484a10e84e97b9f13014100137cd, https://www.notion.so/RageTrade-USD-Lending-67116785b931468dbe36bedcd5f9c197"
Raydium,Watch Out,https://exponential.fi/protocols/20b126ef-6f6e-42c4-a031-efef9ac80f69,"https://www.notion.so/Raydium-SOL-USD-Market-Making-4d841533e6944062b3321780eebf7427, https://www.notion.so/Raydium-SOL-USD-Market-Making-01994d063e464adbae9c3b3de515a0ae, https://www.notion.so/Raydium-SOL-USD-Market-Making-a41b380e840f4062b470c6e92bfeafa4, https://www.notion.so/Raydium-SOL-USD-Market-Making-4c682ba651c64de7b47f48f6df78c41f, https://www.notion.so/Raydium-SOL-USD-Market-Making-1b2431af32404871a601b0198a633756, https://www.notion.so/Raydium-SOL-ETH-Market-Making-c64c2082ee47418e94b39b36e9cb111d, https://www.notion.so/Raydium-SOL-ETH-Market-Making-d50d08e7cc8346379e82a4fd67342b97"
Reaper Farm,Watch Out,https://exponential.fi/protocols/bafb194b-938b-4961-a1b9-f2e7562be2b1,"https://www.notion.so/Reaper-Farm-ETH-Lending-71138ea151e04978a7fcde20df009a63, https://www.notion.so/Reaper-Farm-USD-Lending-081235433ead4653b7b6cf292edf073e, https://www.notion.so/Reaper-Farm-USD-Lending-fc0a4ab2ca664d748d32dd07478f5c97, https://www.notion.so/Reaper-Farm-USD-Lending-859eb766519e4656ac579fd99c375cc1"
Redacted Cartel,Watch Out,https://exponential.fi/protocols/739de056-85b0-406f-b13f-9f08edbb606f,https://www.notion.so/Redacted-BTRFLY-Fee-Sharing-bae6e6d6be204ad79986dd4b9a84449d
RenVM,Good,https://exponential.fi/protocols/1dff949b-b7f1-4231-9445-6965ff883e47,
Rocket Pool,Good,https://exponential.fi/protocols/8cff41a1-77fe-4304-a084-94280ddd6f78,https://www.notion.so/Rocket-Pool-ETH-Staking-6d002ef3cb3c4c898a6113bc57b2e9cc
Saber,Average,https://exponential.fi/protocols/c089380e-ca27-43e1-9063-4f0608f46e14,https://www.notion.so/Saber-SOL-Market-Making-38b6cb7285e3480b9ce2bc63cfe27c27
Scream,Watch Out,https://exponential.fi/protocols/bb36021d-679d-4b11-8d10-010916ea2a92,
Serum,Watch Out,https://exponential.fi/protocols/4e9c7973-8f37-4a0d-8e92-58f96dbe5d17,
Sherlock,Good,https://exponential.fi/protocols/5d65fe89-22ce-4d95-ba80-1bec0ae05fbb,https://www.notion.so/Sherlock-USD-Staking-7088028542384ee09cd8a70cb8e2ef59
Solend,Watch Out,https://exponential.fi/protocols/fd07c18c-f2ba-43e9-8341-96c7835343a5,"https://www.notion.so/Solend-SOL-Lending-762d3955ed664f2799f848e48506c615, https://www.notion.so/Solend-USD-Lending-b64dc0ea2de440c3abfaf7db2c34a445, https://www.notion.so/Solend-USD-Lending-fa6aaa809d0c4ab18e287fb93b28c0f6"
Sonne,Watch Out,https://exponential.fi/protocols/63bf30d0-5a7d-4265-b9ab-f562fcdbd4b4,"https://www.notion.so/Sonne-USD-Lending-8e2a40d709634eff866253db61c9a98a, https://www.notion.so/Sonne-USD-Lending-b158c246ba1540bab1343a4d75ef5a96, https://www.notion.so/Sonne-ETH-Lending-552c84e64adc4a12b11b0710a552595e, https://www.notion.so/Sonne-USD-Lending-0d827fc382f44c0b841e56c7f6ee1063, https://www.notion.so/Sonne-BTC-Lending-349f1373bf154d33aef9defd85a2f480, https://www.notion.so/Sonne-SNX-Lending-375280ceae8f455f8c60d8e4401837bc, https://www.notion.so/Sonne-OP-Lending-b661cd6f6fb44e14858da7f61a2f7a41, https://www.notion.so/Sonne-USD-Lending-7fa693a5896645be98f79d79364ef6d4"
SpookySwap,Watch Out,https://exponential.fi/protocols/0cba5711-f37c-405d-adc3-6b0ef0a4b778,"https://www.notion.so/Spookyswap-FTM-BOO-Market-Making-da7cf66f09d84ceda0e6c86fa95279eb, https://www.notion.so/Spookyswap-FTM-ETH-Market-Making-4bc9e5155ee342d39a6c3be85a0db7c4, https://www.notion.so/SpookySwap-FTM-USD-Market-Making-4e7e2b8e658e4e23a1126f5d92873b73, https://www.notion.so/Spookyswap-FTM-USD-Market-Making-2efe58e1bd5f4bdba849dbe11225b46b, https://www.notion.so/SpookySwap-FTM-USD-Market-Making-29d0daa3feb04ddf93a57f4575946af9, https://www.notion.so/SpookySwap-FTM-USD-Market-Making-77e23f470dd14d508ff7aa0d6ff1a4b9"
Stader (BNBx),Watch Out,https://exponential.fi/protocols/417817b4-01a7-4ba7-90ad-99221cfa1eeb,https://www.notion.so/Stader-BNB-Staking-aaa0cd23ec774f64b426335d6379fc73
Stader (MaticX),Average,https://exponential.fi/protocols/bf37dc94-47a1-4f56-a55f-519bf8e17218,https://www.notion.so/Stader-MATIC-Staking-70cd62bcc8484e1aa7107dbdbabf28c4
StaFi,Watch Out,https://exponential.fi/protocols/b446915d-5f7d-45d1-9030-edd1ad58d092,
Stake DAO,Average,https://exponential.fi/protocols/80b15f9d-bfbf-42f2-a6df-97b52b3f67e1,"https://www.notion.so/StakeDAO-ETH-Market-Making-282926e5b71c4fcbb178163b7f98bf28, https://www.notion.so/StakeDAO-CRV-Staking-9f3a510a01e24e6a8c23e4874600b36c, https://www.notion.so/StakeDAO-FXS-Staking-28f70aca4b94471a8f299f3bbd2306a2, https://www.notion.so/StakeDAO-USD-Lending-0d087c6575e1412e87ea164765938767"
stake.link,Watch Out,https://exponential.fi/protocols/b6bda1af-0ec0-4489-bd77-b0b9500da1e5,
Stargate,Watch Out,https://exponential.fi/protocols/e6c9ba15-2c7e-4da2-a1b2-ae7f4d15b5bb,"https://www.notion.so/Stargate-USD-Bridging-80b45a004fe5493f8169765848257dfa, https://www.notion.so/Stargate-USD-Bridging-b5176523a98f4c99aa1acc19db367503, https://www.notion.so/Stargate-USD-Bridging-ca1670af0078492d86eb9e013b721db1, https://www.notion.so/Stargate-USD-Bridging-608f37c44107480fa8304af253ec7703, https://www.notion.so/Stargate-USD-Bridging-32a1b0fe512f4d1ba557f79fffe91fd6"
Sturdy,Average,https://exponential.fi/protocols/954a3bfa-c0a6-4696-ae00-2566b1743ef1,"https://www.notion.so/Sturdy-USD-Lending-1a98c7e9535f4814bf400b33af7bf229, https://www.notion.so/Sturdy-USD-Lending-8a0111f9d74541a7b93fdd27dc643e2a, https://www.notion.so/Sturdy-USD-Lending-919178ceb4e04f2e9763d112fbd60ce6"
Sushi,Average,https://exponential.fi/protocols/88387053-e811-4049-beb9-9197296292fc,https://www.notion.so/Sushi-ETH-DPX-Market-Making-ce0516ec4c144c248f81fbc087366d42
Synapse,Average,https://exponential.fi/protocols/12f9a067-cf7a-415f-a364-3790c86d201e,"https://www.notion.so/Synapse-ETH-Market-Making-317b029337034de895ba97ac5e38d6f3, https://www.notion.so/Synapse-ETH-Market-Making-a0072ffdfeb24e429af2db7fb4defc50, https://www.notion.so/Synapse-ETH-Market-Making-ab6d5b84497e42b0b259be768ac3c291, https://www.notion.so/Synapse-USD-Market-Making-7eb27d3411fd49a3b464a1709db1f67c, https://www.notion.so/Synapse-USD-Market-Making-c111eabcda5a4c84b0ab5eb4d1a99c12, https://www.notion.so/Synapse-USD-Market-Making-1da9adbacee64454852f5a77b0c5c8e4, https://www.notion.so/Synapse-USD-Market-Making-768f33843ea743dfa04475ee7f4a62d8, https://www.notion.so/Synapse-USD-Market-Making-f859a5f6d25042359e15bee604f210da"
